Researcher,Title,Institution,Year,Length,Per_annum_budget,Field,Keywords
??? ??? ????,???? ????? ?????? ????????: ??????? ?????? ?? ???? ????? ????,Volcani Centre,2012,4,213000,Ecology,"Dispersion, sociality, reproductive skew, helpers, nontraditional organism"
??? ??????,???? ????: ????? ???????? ??????? ?????? ?? ??? ????????? ??????? ??? ?? ?????? ?????? ?? ????????? ???????,Technion,2017,3,250000,Microbial Ecology and Marine Biology  ,"adaptation, natural selection, experimental evolution, Evolutionary biology, bacterial evolution"
??? ??????,????? ?? ??????? ???? ?? ????? ?????? ???? ?????????,Technion,2021,5,270000,Microbial Ecology and Marine Biology  ,"genetic variation, lineage tracing, bacterial evolution, rapid adaptation, fluctuating conditions, long-term stationary phase"
??? ??????,????? ?? ??????? ???? ?? ????? ?????? ???? ?????????,Technion,2021,5,38000,Microbial Ecology and Marine Biology  ,"genetic variation, lineage tracing, bacterial evolution, rapid adaptation, fluctuating conditions, long-term stationary phase"
???? ????????,"??????? ????, ZnR/GPR39 , ????? ?? ?????? ????? ????",Ben Gurion University,2020,5,295000,Biochemistry,"ion-transport mechanisms, zinc signaling, zinc sensing receptor, Salivary glands"
???? ????????,?????? ?? ??????? ???? ?????? ?? ???? ???? ????? ?????? ???? ?????? ?????? ??????,Ben Gurion University,2014,5,370000,Biochemistry,"zinc, GPCR, calcium signaling, zinc sensing receptor, digestive system disorders"
???? ????????,????? ?????? ????? ??? ????? ????? ???? ?????? ????? ???? ?????,Ben Gurion University,2005,4,198000,Physiology,"calcium imaging, zinc sensing receptor, zinc homeostasis, zinc containing cells, IP3 pathway"
???? ????????,"?????? ?????? ?? ??????? ?????, GPR39, ?????? ?? ??? ??? ??? ??????? ?????? ???????? ?? ???",Ben Gurion University,2009,4,195000,Biochemistry,"zinc sensing receptor, zinc physiology, zinc in colon disease, zinc homeostasis"
????? ?????,??????? ???? ??????????? ????? APC/???????? ?´´? ????? ?????? ????????.,Technion,2007,4,172000,Biochemistry,"Ubiquitin, cell cycle, protein degradation, apc/c, mitotic checkpoint"
????? ?????,?????? ??????? ?????????? ????? SCF-Skp2 ????? ????? ???,Technion,2003,4,255000,Biochemistry, 
????? ?????,"???? ?????????? ????? APC/C ?""? ????? ????? ????????",Technion,2015,4,364000,Biochemistry,"Ubiquitin, cell cycle, protein degradation, apc/c, mitoic checkpoint"
????? ?????,"???????? ?????????? ?? ???? ??????????? ????? APC/C ?""? ????? ????? ????????",Technion,2011,4,253500,Cell Biology,"Ubiquitin, cell cycle, protein degradation, apc/c, mitotic checkpoint"
????? ?????,"???????? ???? ?????? ??????????? ????? ?. ?. ?. ?. ?""? ????? ????? ????????",Technion,2019,4,260000,Biochemistry,"ubiquitin ligase, cell cycle"
????? ????????,????? ??????? ?? ????? ???????????? ??????? ????,Tel Aviv University,2008,3,122000,Medicine - Cytoskeleton & Support Systems,"erect posture, human evolution , Intervertebral Disc, Epiphyseal ring, vertebrae, spinal diseases"
????? ????????, ?????????? ????? ??????:  ?? ??? ??? ????? ????????? ?? ???? ????? ?????? ????????? ??????,Tel Aviv University,2019,4,300000,Ecology,"Evolution, human, levant, fossils, middle paleolithic, archaic homo sapiens, neanderthals"
??? ????????,??? ????? ?? ????????? ????? ???????? ???????????,Tel Aviv University,2018,4,280000,Microbiology,"listeria monocytogenes, prophage, intracellular pathogenes, listeria infection, phage host interactions."
??? ????????,??????? ????????? ????? ??????? ?? ?????? ?????? ???? ??? Listeria monocytogenes,Tel Aviv University,2010,4,292000,Microbiology,"listeria monocytogenes, bacterial pathogens, multi-drug resistant transporter, Type I interferon"
???? ????,????? ????? ?????? ????????????????? ??????? ????????? ??-??? ????? ????? ???? ?????? ????? ????????? ?? ?????? ???? ????????,Haifa University,2007,4,228000,Neurobiology,"Accessory olfactory bulb, vomeronasal system, mitral cells, pheromones, Glutamate spillover, Sensory integration."
???? ????,???????? ?????? ??????? ????? ?????? ????? ??????,Haifa University,2012,5,260000,Neurobiology,"electrophysiology, Social recognition memory, oxytocin, Amygdala, vomeronasal system, Autism, olfaction, Rats, autism, Autism, olfaction, Autism, Olfaction, Autism, Olfaction, Olfaction, autism, Olfaction, Autism, autism, Autism, vasopressin, social behavior, Neuronal activity"
???? ????,????? ????? ??? ?? ?????? ???????? ??? ????? ?? ?????? ?? ??????????? ??? ?????????? ????????? ????? ??????? ??????,Haifa University,2017,4,300000,Neurobiology,"oxytocin, social neuroscience, arginine-vasopressin, paraventricular nucleus, neuromudulators"
???? ???????,???? ?????? NMDA ?? ??? D-????,Technion,2019,5,300000,Neurobiology,"NMDA receptors, serine racemase, phgdh, slc38a1, slc38a5"
???? ???????,???????? ???????? ?? ????? ?????????? ????? D-serine : ?????? ?? ????? ?????? NMDA ??? ????? ?????? ??? ???? ?????????,Technion,2014,5,370000,Neurobiology,"D-serine, serine racemase, NMDA receptor, ASCT1 transporter, Phgdh."
???? ???????,D-Serine ?????????? ?????: ???? ?? ????????? ??????,Technion,2010,4,292000,Neurobiology,"D-serine, serine racemase, neurotoxicity, NMDA receptor"
???? ???????,D-Serine ?????????? ?????:???? ?? ????????? ?????? ?????? ????? NMDA,Technion,2006,4,225000,Neurobiology,"D-serine, Glutamate, neurotransmission, Neuronal cultures, NMDA, N-methyl D-aspartate, D-amino acid, organotypic slices"
???? ???????,D-Serine ?????????? ?????-??????: ????????? ?????? ????,Technion,2002,4,0,Neurobiology, 
????? ?????,????? ???? ?????? ?????? ????? ??,Ben Gurion University,2007,4,206000,Ecology,"adaptation, natural selection, gene flow"
????? ?????,???????? ?? ?????? ???,Ben Gurion University,2011,4,156000,Ecology,"seed size, spatial heterogeneity, seed dormancy, bet-hedging, temporal heterogeneity"
?????? ????-????,????? FLIP - Flice-Like Inhibitory Protein ????? ??????? ??????? ?? ??????????? ?????? ??????,Hadassah Hospital,2010,3,214000,Medicine - Blood & Respiratory Systems,"fibrosis, Apoptosis, Proliferation, Fibroblasts,  apoptosis, Fas, flip"
??? ????,"????? ????-??????? ??????? ?????? ????? ??????????????:

????? ??? ???? ?????? ??? ???? ??????? ??????? ???? ???????",Hadassah Hospital,2009,4,195000,Microbiology,"Congenital human cytomegalovirus, Placental cytomegalovirus infection, Maternal-fetal CMV transmission"
??? ????,???? ???? ?????????????? ???? ????? ????????? ?? ??????? ?????? ????? ,Hadassah Hospital,2013,5,490000,Microbiology,"decidua, Innate Immunity, Innate Immunity, Innate immunity, Congenital human cytomegalovirus, maternal-fetal interface, antiviral drugs"
??? ????,????? ???? ?????????????? ???????? ???????: ????? ?????????? ??????? ??????????? ?????,Hadassah Hospital,2004,3,238000,Medicine - basic research, 
??? ????,???? ???? ????????? ?????? ?????? ???????? ???? ????? ??????,Hadassah Hospital,2018,4,230000,Microbiology,"Innate Immunity, Innate Immunity, Innate immunity, congenital viral infection, human cytomegalovirus (HCMV), placental infection, decidual organ culture, antivirals"
???? ????,?????? D538G ?????? ????????: ?????? ??? ?????? ?????? ????? ?????? ???????? ????? ???,Tel Aviv Sourasky Medical Center,2014,4,370000,Medicine - Genetics & Oncology,"breast cancer, estrogen receptor, metastases, endocrine resistance, endocrine treatment"
???? ????,?????? D538G ?????? ????????: ?????? ??? ?????? ?????? ????? ?????? ???????? ????? ???,Tel Aviv Sourasky Medical Center,2014,4,370000,Medicine - Genetics & Oncology,"breast cancer, estrogen receptor, metastases, endocrine resistance, endocrine treatment"
???? ????,????? ???????? ???????? ??????? ??????? klotho ????? ????? ??? ???? ???.,Tel Aviv Sourasky Medical Center,2009,4,156000,Medicine - Genetics & Oncology,"breast cancer, insulin, KLOTHO, insulin growth factor, fibroblast growth factor"
????? ????,???? ?????? ????? ?????? ?????? ??????? ???? ????-???? ??????,Hebrew University,2006,4,202500,Plant Science,"Fruit, Phloem, Cucumis melo, melon, source-sink relationship"
??? ????????,?????? ?? ????-????? ????? ???? ????? ????????? ?????????,Technion,2017,4,320000,Cell Biology,"Cell Adhesion, EMT, mechanobiology, rigidity sensing"
???? ???????,?????????? ?????? ?????? ?????? ?? ????? ?????-?????,Tel Aviv University,2009,3,156000,Bioinformatics & Computational & systems Biology,"structural bioinformatics, protein-protein interfaces, protein-protein docking, protein-ligand docking, protein binding site alignment, protein active sites, protein binding sites, structure based drug design, molecular recognition."
???? ???????,????? ???????? ?????? ????????? ??-?????????,Tel Aviv University,2012,4,260000,Bioinformatics & Computational & systems Biology,"Modeling of multimolecular assemblies, combinatorial docking, multimolecular docking, integrative computational modeling, protein-protein docking."
????? ????,????? ?????? ?? ??? ???? ?????: ????? ???????? ???-???????? ?? ??????? Rounabout,Weizmann Institute,2012,5,213000,Molecular Biology,"muscle, Drosophila, Slit, Robo, embryo"
????? ????,????? ??? ????? ???? ??????,Weizmann Institute,2008,4,203000,Molecular Biology,"Drosophila, organogenesis, Heart, muscle and cardioblast development, Extracellular matrix and embryogenesis"
????? ????,???? ?? ???????? ??????? ????? ???? ??????,Weizmann Institute,2004,4,286000,Zoology,"differentiation, Drosophila, embryo, mesoderm, translation control"
????? ????,????? ???????? ???????? ??????? ?? ?????? ?????? ????? ???? ?????? ?? ?????,Weizmann Institute,2017,5,340000,Developmental Biology,"Drosophila, microtubules, linc complex, muscle development, nuclear membrane, Nesprins, muscle activity & growth"
????? ????,????? ???? ???? ??????? ??? ??? ????? ??????? ????? ???????,Weizmann Institute,2020,4,260000,Molecular Medicine & Human Physiology,"insulin, diabetes, metabolism, GPCR"
????? ????,????? ?????? ????? ??????? ???? ??? ?????: ?????? ??????? ???????????,Weizmann Institute,2003,4,189000,Molecular Biology, 
????? ????,"????? ????? ?? GPR41, ????? ??????? ???? ?????? ???? ???? ?????",Weizmann Institute,2008,4,227000,Medicine - Metabolic and Endocrine Systems,"obesity, insulin,  Obesity , Transcription, diabetes, promoter, translation, fatty acid"
????? ????,??????? ???? ????????? ???????? ?????,Weizmann Institute,2013,4,252000,Medicine - Metabolic and Endocrine Systems,"development, Epigenetics, diabetes, pancreas, meythylation"
???? ???????,"????????? ??????? ????? ?? ??????? ??? IL-1 ???? ????? IL -1 ??? ????? ?? ???? ?????? ??????????? ???? ??? 

",Ben Gurion University,2013,5,341000,Immunology,"Intreleukin-1, chronic colon inflammation, colon carcinogenesis and CRC invasiveness, colon resident cells, infiltrating myeloid cells"
???? ??????,??????? ????? ??????? ??????????: ??? ??????? ??????????? ???????? ?????? ?????? ?????? ????? ?????,Tel Hai College,2021,3,270000,Animal Science,"microbiome, symbiosis, magnetotactic bacteria, Magnetic sensing, Navigation."
???? ??????,??????? ????? ??????? ??????????: ??? ??????? ??????????? ???????? ?????? ?????? ?????? ????? ?????,Tel Hai College,2021,3,36680,Animal Science,"microbiome, symbiosis, magnetotactic bacteria, Magnetic sensing, Navigation."
???? ??????,?????? ?????? ????? ?? ??? ???????: ?????? ?? ?????? ????? ?????? ?? ??? ???? ???????,Hebrew University,2013,3,222000,Medicine - Cytoskeleton & Support Systems,"sulfur mustard, mustard gas, iodine, chemical warfare"
???? ??????,???? ????? ???? ?????; ??? ??????? ?????????,Hebrew University,2005,4,255000,Pharmacology,"inflammation, sulfur mustard, mustard gas"
???? ?????,????? ?? ?????? ??? ??? ?????????????? ???????? ?? ???????,Tel Aviv University,2018,4,230000,Developmental Biology,"developmental biology, functional analysis, Planarian regeneration, Organismal regeneration, stem cell biology, single cell RNA sequencing, SCS, scRNAseq, invertebrate animal models, model organisms, emerging model systems."
?? ????,?????? ?? ?????????? MCT8 ?????? ????? ?? ???? ??????? ??? ??? ?????? ??????,Ben Gurion University,2018,4,335000,Medicine - Neurological & Psychiatry,"Induced Pluripotent Stem Cells , BBB, blood brain barrier, thyroid hormone, Disease modeling, iPSCs, MCT8. Monocarboxylate Transporter 8, neurological disease"
?? ????,?????? ?? ?????????? MCT8 ?????? ????? ?? ???? ??????? ??? ??? ?????? ??????,Ben Gurion University,2018,4,38000,Medicine - Neurological & Psychiatry,"Induced Pluripotent Stem Cells , BBB, blood brain barrier, thyroid hormone, Disease modeling, iPSCs, MCT8. Monocarboxylate Transporter 8, neurological disease"
??? ??? ???????,??????? ???????? ?? ???????????????? ??????? ?? ??????? ?????? ?? ???? ???,Ben Gurion University,2021,5,270000,Medicine - Biomedical Engineering,"Biomaterials, biomineralization, cryo-SEM"
???? ???,??? ???????? ??????? ?? ?????? paraoxonase,MIGAL Galilee Research Institute,2004,3,132000, ,"oxidative stress, Oxidative stress, oxidative stress, atherosclerosis, HDL, PON1, paraoxonase (PON1) substrates"
???? ???,"?????? ????? ??????? ???? ?????? ??-??? ???? ??????, ???????? ?????-????? ?? ?????? PON1 ????? ?-HDL",Tel Hai College,2010,3,164000,Biochemistry,"oxidative stress, Oxidative stress, Paraoxonase 1, oxidative stress, atherosclerosis, carotid lesion, oxidized lipids"
?? ?????,???????? ?? ????????: ???????? ?? ??? Odz,Bar Ilan University,2004,4,132000,Genetics,"arthropods, vertebrates, NOTCH pathway, Odz genes, somite oscillator, metazoan segmentation, germ band, Chelicerates"
???? ????,???? ???? ????? ????? ???? ??????? ??????????,Tel Aviv University,2003,4,163000,Cell Biology, 
???? ????,??? ????? IKAP/hELP1 ???????? ?-PNS ?????? ???????? ?????????? PNS ???????? ???? ??? ??????? ??????? ???? ?????? Familial Dysautonomia,Tel Aviv University,2009,4,117000,Bio-Med-Neurodegeneration,"chick embryo, Familial Dysautonomia, IKAPh/ELP1, PNS development, human PNS neurons, hESC derived neural culture"
???? ????,????? ???????? ??????? ???????? ????????? ?? ???? ???????????? ???????,Tel Aviv University,2020,4,290000,Neurobiology,"elongator complex, ikap/elp1, familial dysautonomia, tau protein, acetylation machinery, acly"
???? ????,????? ???????? ??????? ???????? ????????? ?? ???? ???????????? ???????,Tel Aviv University,2020,4,38000,Neurobiology,"elongator complex, ikap/elp1, familial dysautonomia, tau protein, acetylation machinery, acly"
???? ????,????? ?????? ????????? ?? IKAP/ELP1 ?????????? ????? ???????? ??? ????? ??????? ?????????? ????????,Tel Aviv University,2016,4,272000,Neurobiology,"axonal transport, developmental neurobiology, Familial Dysautonomia, IKAP, ELP1, motile vesicles, Neurotrophin signaling, Elongator Complex, hESC derived PNS neurons, time lapse microscopy"
???? ????,"?????? ?? ??????? ???????? ???????? ????? ?????? ???? ?????, ??? ????? ???? ???????????",Tel Aviv University,2017,4,260000,Immunology,"NGS, Next-generation sequencing, High-throughput sequencing, somatic hypermutation, adaptive immunity, Immunoglobulin, Fab, antibody repertoire, Ig-seq, BCR-seq, Maternal Immunization, Tetanus Toxoid, B-cell repertoire, variable gene segment, immunoglobulin repertoire sequencing, Ig Sequences, BCR sequences, HTS, CDR3, Complementary Determining region, CDRH3, B cell response, Fc region, V gene, variable region"
???? ????,"?????? ?? ??????? ???????? ???????? ????? ?????? ???? ?????, ??? ????? ???? ???????????",Tel Aviv University,2017,4,0,Immunology,"NGS, Next-generation sequencing, High-throughput sequencing, somatic hypermutation, adaptive immunity, Immunoglobulin, Fab, antibody repertoire, Ig-seq, BCR-seq, Maternal Immunization, Tetanus Toxoid, B-cell repertoire, variable gene segment, immunoglobulin repertoire sequencing, Ig Sequences, BCR sequences, HTS, CDR3, Complementary Determining region, CDRH3, B cell response, Fc region, V gene, variable region"
???? ?????,???? ?????? ??? ????? ?? ????? ??-?????? ??????????-???,Weizmann Institute,2010,4,253000,Medicine - Cytoskeleton & Support Systems,"biomechanics, periodontal ligament, alveolar bone, cementum, Dentistry, whole tooth mechanics"
